cat,a_cat,b_cat,to_x,to_y
250,1572,1,261751.224376944,4985196.20804456
251,766,1,261751.224376944,4985196.20804456
252,1383,1,247253.915123226,4984866.90905876
253,1290,1,245705.922614424,4985681.61881841
254,1976,1,249195.9211752,4973394.51793642
255,920,1,250788.999556971,4972757.6215668
256,1472,1,249195.9211752,4973394.51793642
257,157,1,257331.543160101,4996795.28698907
258,225,1,256522.314341315,4996575.2012738
259,1164,1,257599.898657595,4970685.82745176
260,179,1,258323.720790969,4980344.97322666
261,1084,1,255130.40928071,4982422.23510955
262,157,1,257495.959712713,5001424.75778865
263,812,1,256770.394557322,4998167.92899174
264,1386,1,256770.394557322,4998167.92899174
265,1611,1,242831.722127798,4973852.0709323
266,1534,1,244068.371359228,4990136.46040355
267,409,1,244068.371359228,4990136.46040355
268,2071,1,238856.313117881,5003694.54018925
269,1084,1,255854.520352735,5000749.39111723
270,803,1,252372.955478099,4971104.15266354
